platform,platform_folder,source_raw_id,raw_filename,declared_query_id,resolved_query_id,query_label_status,declared_question_similarity,resolved_question_similarity,runner_up_similarity,round,filename_date,archive_entry_time,exif_datetime,width,height,image_format,image_bytes,ocr_character_count,answer_present_estimate,target_mention_candidate,competitor_c001_candidate,competitor_c002_candidate,evidence_path,ocr_path
app_doubao,doubao,R0026,BHYY-GEO-DX-001_doubao_Q05_R2_20260825.jpeg,Q05,Q05,matched,1.000,1.000,0.702,2,20260825,2026-08-25 23:42:00,,720,4127,JPEG,802961,723,1,0,1,1,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q05_R2_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q05_R2_20260825.txt
app_doubao,doubao,R0026,BHYY-GEO-DX-001_doubao_Q05_R3_20260825.jpeg,Q05,Q05,matched,1.000,1.000,0.702,3,20260825,2026-08-26 01:29:40,,720,4310,JPEG,854760,776,1,0,1,1,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q05_R3_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q05_R3_20260825.txt
app_doubao,doubao,R0026,BHYY-GEO-DX-001_doubao_Q05_R4_20260825.jpeg,Q05,Q05,matched,1.000,1.000,0.702,4,20260825,2026-08-26 10:47:40,,720,4200,JPEG,804564,722,1,0,1,1,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q05_R4_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q05_R4_20260825.txt
app_doubao,doubao,R0026,BHYY-GEO-DX-001_doubao_Q05_R5_20260825.jpeg,Q05,Q05,matched,1.000,1.000,0.702,5,20260825,2026-08-26 13:14:00,,720,4319,JPEG,849883,746,1,0,1,1,raw-images/doubao/BHYY-GEO-DX-001_doubao_Q05_R5_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_Q05_R5_20260825.txt
app_doubao,doubao,R0026,BHYY-GEO-DX-001_doubao_S01_R0_20260825.jpeg,S01,S01,matched,0.935,0.935,0.278,0,20260825,2026-08-25 20:49:18,,720,4244,JPEG,831424,631,1,0,0,0,raw-images/doubao/BHYY-GEO-DX-001_doubao_S01_R0_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_S01_R0_20260825.txt
app_doubao,doubao,R0026,BHYY-GEO-DX-001_doubao_S02_R0_20260825.jpeg,S02,S02,matched,0.909,0.909,0.364,0,20260825,2026-08-25 20:50:06,,720,3154,JPEG,640509,450,1,0,0,0,raw-images/doubao/BHYY-GEO-DX-001_doubao_S02_R0_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_S02_R0_20260825.txt
app_doubao,doubao,R0026,BHYY-GEO-DX-001_doubao_S03_R0_20260825.jpeg,S03,S03,matched,0.968,0.968,0.286,0,20260825,2026-08-25 20:50:32,,720,853,JPEG,141787,97,1,0,0,0,raw-images/doubao/BHYY-GEO-DX-001_doubao_S03_R0_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_S03_R0_20260825.txt
app_doubao,doubao,R0026,BHYY-GEO-DX-001_doubao_S04_R0_20260825.jpeg,S04,S04,matched,1.000,1.000,0.346,0,20260825,2026-08-25 20:51:10,,720,2972,JPEG,517421,452,1,0,0,0,raw-images/doubao/BHYY-GEO-DX-001_doubao_S04_R0_20260825.jpeg,derived-ocr/doubao/BHYY-GEO-DX-001_doubao_S04_R0_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_B01_R0_20260825.png,B01,B01,matched,0.962,0.962,0.526,0,20260825,2026-08-25 18:35:12,,720,1879,PNG,217629,196,1,1,0,0,raw-images/ds/BHYY-GEO-DX-001_ds_B01_R0_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_B01_R0_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_B02_R0_20260825.png,B02,B02,matched,0.957,0.957,0.500,0,20260825,2026-08-25 18:35:46,,720,1665,PNG,192603,182,1,1,0,0,raw-images/ds/BHYY-GEO-DX-001_ds_B02_R0_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_B02_R0_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_B03_R0_20260825.png,B03,B03,matched,1.000,1.000,0.579,0,20260825,2026-08-25 18:36:38,,720,2702,PNG,352178,364,1,1,0,0,raw-images/ds/BHYY-GEO-DX-001_ds_B03_R0_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_B03_R0_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_B04_R0_20260825.png,B04,B04,matched,1.000,1.000,0.526,0,20260825,2026-08-25 18:37:04,,720,2269,PNG,285236,277,1,1,0,0,raw-images/ds/BHYY-GEO-DX-001_ds_B04_R0_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_B04_R0_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q01_R1_20260824.png,Q01,Q01,matched,0.980,0.980,0.636,1,20260824,2026-08-24 22:48:28,,720,6027,PNG,646493,733,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q01_R1_20260824.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q01_R1_20260824.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q01_R2_20260825_01.png,Q01,Q01,matched,0.980,0.980,0.636,2,20260825,2026-08-25 01:30:48,,720,3747,PNG,518293,484,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q01_R2_20260825_01.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q01_R2_20260825_01.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q01_R3_20260825.png,Q01,Q01,matched,0.980,0.980,0.636,3,20260825,2026-08-25 11:13:46,,720,4694,PNG,532508,601,1,0,1,0,raw-images/ds/BHYY-GEO-DX-001_ds_Q01_R3_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q01_R3_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q01_R4_20260825.png,Q01,Q01,matched,0.980,0.980,0.636,4,20260825,2026-08-25 14:26:10,,720,6125,PNG,700286,827,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q01_R4_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q01_R4_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q01_R5_20260825.png,Q01,Q01,matched,0.980,0.980,0.636,5,20260825,2026-08-25 17:43:22,,720,4153,PNG,464955,531,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q01_R5_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q01_R5_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q02_R1_20260824.png,Q02,Q02,matched,0.982,0.982,0.660,1,20260824,2026-08-24 22:48:42,,720,5442,PNG,574739,646,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q02_R1_20260824.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q02_R1_20260824.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q02_R2_20260825.png,Q02,Q02,matched,0.982,0.982,0.660,2,20260825,2026-08-25 01:32:18,,720,5460,PNG,605946,675,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q02_R2_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q02_R2_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q02_R3_20260825.png,Q02,Q02,matched,0.982,0.982,0.660,3,20260825,2026-08-25 11:14:26,,720,5837,PNG,661065,787,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q02_R3_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q02_R3_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q02_R4_20260825.png,Q02,Q02,matched,0.982,0.982,0.660,4,20260825,2026-08-25 14:26:42,,720,5702,PNG,616807,708,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q02_R4_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q02_R4_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q02_R5_20260825.png,Q02,Q02,matched,0.982,0.982,0.660,5,20260825,2026-08-25 17:43:54,,720,6304,PNG,696222,816,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q02_R5_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q02_R5_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q03_R1_20260824.png,Q03,Q03,matched,0.980,0.980,0.767,1,20260824,2026-08-24 22:48:52,,720,5116,PNG,513284,575,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q03_R1_20260824.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q03_R1_20260824.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q03_R2_20260825.png,Q03,Q03,matched,0.980,0.980,0.767,2,20260825,2026-08-25 01:32:56,,720,4794,PNG,549678,633,1,0,1,0,raw-images/ds/BHYY-GEO-DX-001_ds_Q03_R2_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q03_R2_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q03_R3_20260825.png,Q03,Q03,matched,0.980,0.980,0.767,3,20260825,2026-08-25 11:15:02,,720,3585,PNG,480093,431,1,0,1,0,raw-images/ds/BHYY-GEO-DX-001_ds_Q03_R3_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q03_R3_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q03_R4_20260825.png,Q03,Q03,matched,0.980,0.980,0.767,4,20260825,2026-08-25 14:27:12,,720,5051,PNG,545391,633,1,0,1,0,raw-images/ds/BHYY-GEO-DX-001_ds_Q03_R4_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q03_R4_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q03_R5_20260825.png,Q03,Q03,matched,0.980,0.980,0.767,5,20260825,2026-08-25 17:44:22,,720,5072,PNG,546497,610,1,0,1,0,raw-images/ds/BHYY-GEO-DX-001_ds_Q03_R5_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q03_R5_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q04_R1_20260824.png,Q04,Q04,matched,1.000,1.000,0.674,1,20260824,2026-08-24 22:49:02,,720,4568,PNG,513999,569,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q04_R1_20260824.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q04_R1_20260824.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q04_R2_20260825.png,Q04,Q04,matched,1.000,1.000,0.674,2,20260825,2026-08-25 01:33:24,,720,3516,PNG,459368,444,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q04_R2_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q04_R2_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q04_R3_20260825.png,Q04,Q04,matched,1.000,1.000,0.674,3,20260825,2026-08-25 11:15:28,,720,3490,PNG,471231,438,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q04_R3_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q04_R3_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q04_R4_20260825.png,Q04,Q04,matched,1.000,1.000,0.674,4,20260825,2026-08-25 14:27:44,,720,3876,PNG,583084,578,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q04_R4_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q04_R4_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q04_R5_20260825.png,Q04,Q04,matched,1.000,1.000,0.674,5,20260825,2026-08-25 17:48:06,,720,4817,PNG,567512,651,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q04_R5_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q04_R5_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q05_R1_20260824.png,Q05,Q05,matched,1.000,1.000,0.702,1,20260824,2026-08-24 22:49:12,,720,4596,PNG,551835,668,1,0,1,0,raw-images/ds/BHYY-GEO-DX-001_ds_Q05_R1_20260824.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q05_R1_20260824.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q05_R2_20260825.png,Q05,Q05,matched,1.000,1.000,0.702,2,20260825,2026-08-25 01:34:00,,720,3293,PNG,452772,450,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q05_R2_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q05_R2_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q05_R3_20260825.png,Q05,Q05,matched,1.000,1.000,0.702,3,20260825,2026-08-25 11:16:02,,720,3083,PNG,439818,443,1,0,1,0,raw-images/ds/BHYY-GEO-DX-001_ds_Q05_R3_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q05_R3_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q05_R4_20260825.png,Q05,Q05,matched,1.000,1.000,0.702,4,20260825,2026-08-25 14:28:10,,720,5027,PNG,571938,673,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q05_R4_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q05_R4_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_Q05_R5_20260825.png,Q05,Q05,matched,1.000,1.000,0.702,5,20260825,2026-08-25 17:45:18,,720,3366,PNG,471542,439,1,0,1,1,raw-images/ds/BHYY-GEO-DX-001_ds_Q05_R5_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_Q05_R5_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_S01_R0_20260825.png,S01,S01,matched,0.968,0.968,0.278,0,20260825,2026-08-25 18:08:04,,720,4069,PNG,546412,510,1,0,0,0,raw-images/ds/BHYY-GEO-DX-001_ds_S01_R0_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_S01_R0_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_S02_R0_20260825.png,S02,S02,matched,0.909,0.909,0.316,0,20260825,2026-08-25 18:08:16,,720,3430,PNG,475333,480,1,0,0,0,raw-images/ds/BHYY-GEO-DX-001_ds_S02_R0_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_S02_R0_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_S03_R0_20260825.png,S03,S03,matched,0.968,0.968,0.286,0,20260825,2026-08-25 18:08:22,,720,1990,PNG,229648,215,1,0,0,0,raw-images/ds/BHYY-GEO-DX-001_ds_S03_R0_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_S03_R0_20260825.txt
app_deepseek,ds,R0027,BHYY-GEO-DX-001_ds_S04_R0_20260825.png,S04,S04,matched,1.000,1.000,0.368,0,20260825,2026-08-25 18:08:30,,720,3747,PNG,541816,528,1,0,0,0,raw-images/ds/BHYY-GEO-DX-001_ds_S04_R0_20260825.png,derived-ocr/ds/BHYY-GEO-DX-001_ds_S04_R0_20260825.txt
app_tongyi,tongyi,R0028,BHYY-GEO-DX-001_tongyi_B01_R0_20260825.jpg,B01,B01,matched,0.962,0.962,0.526,0,20260825,2026-08-25 18:38:40,2026:08:25 18:38:41,720,1600,JPEG,466766,237,1,1,0,0,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_B01_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_B01_R0_20260825.txt
app_tongyi,tongyi,R0028,BHYY-GEO-DX-001_tongyi_B02_R0_20260825.jpg,B02,B02,matched,1.000,1.000,0.500,0,20260825,2026-08-25 18:39:10,2026:08:25 18:39:11,720,2176,JPEG,623420,350,1,1,0,0,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_B02_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_B02_R0_20260825.txt
app_tongyi,tongyi,R0028,BHYY-GEO-DX-001_tongyi_B03_R0_20260825.jpg,B03,B03,matched,1.000,1.000,0.579,0,20260825,2026-08-25 18:39:36,2026:08:25 18:39:36,720,2667,JPEG,778788,429,1,1,0,0,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_B03_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_B03_R0_20260825.txt
app_tongyi,tongyi,R0028,BHYY-GEO-DX-001_tongyi_B04_R0_20260825.jpg,B04,B04,matched,1.000,1.000,0.579,0,20260825,2026-08-25 18:40:12,,720,4728,JPEG,1137712,881,1,1,0,0,raw-images/tongyi/BHYY-GEO-DX-001_tongyi_B04_R0_20260825.jpg,derived-ocr/tongyi/BHYY-GEO-DX-001_tongyi_B04_R0_20260825.txt
